journal_full_title;issn;eissn;doi;period;is_gold;is_hybrid;is_green;non_oa;bfi_level;publisher;institution;corresponding_author;corresponding_institution;euro;submission_fee;page_charge;color_charge;CC-charge;discount;dk_funding
Physical Review D (Particles, Fields, Gravitation and Cosmology);1550-7998;;10.1103/PhysRevD.91.072007;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Eksperimentel subatomar fysik;;;;;;;;;
Physical Review D (Particles, Fields, Gravitation and Cosmology);1550-7998;;10.1103/PhysRevD.92.052002;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Eksperimentel subatomar fysik;;;;;;;;;
Physical Review D (Particles, Fields, Gravitation and Cosmology);1550-7998;;10.1103/PhysRevD.92.032004;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Eksperimentel subatomar fysik;;;;;;;;;
Physical Review D (Particles, Fields, Gravitation and Cosmology);1550-7998;;10.1103/PhysRevD.92.012010;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Eksperimentel subatomar fysik;;;;;;;;;
Physical Review D (Particles, Fields, Gravitation and Cosmology);1550-7998;;10.1103/PhysRevD.91.112016;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Eksperimentel subatomar fysik;;;;;;;;;
Physical Review D (Particles, Fields, Gravitation and Cosmology);1550-7998;;10.1103/PhysRevD.92.072004;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Eksperimentel subatomar fysik;;;;;;;;;
Physical Review D (Particles, Fields, Gravitation and Cosmology);1550-7998;;10.1103/PhysRevD.92.092001;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Eksperimentel subatomar fysik;;;;;;;;;
Physical Review D (Particles, Fields, Gravitation and Cosmology);1550-7998;;10.1103/PhysRevD.91.012008;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Eksperimentel subatomar fysik;;;;;;;;;
Physical Review D (Particles, Fields, Gravitation and Cosmology);1550-7998;;10.1103/PhysRevD.91.052007;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Eksperimentel subatomar fysik;;;;;;;;;
Physical Review D (Particles, Fields, Gravitation and Cosmology);1550-7998;;10.1103/PhysRevD.92.112007;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Eksperimentel subatomar fysik;;;;;;;;;
Physical Review D (Particles, Fields, Gravitation and Cosmology);1550-7998;;10.1103/PhysRevD.92.072001;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Eksperimentel subatomar fysik;;;;;;;;;
Physical Review D (Particles, Fields, Gravitation and Cosmology);1550-7998;;10.1103/PhysRevD.92.032001;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Eksperimentel subatomar fysik;;;;;;;;;
Physical Review D (Particles, Fields, Gravitation and Cosmology);1550-7998;;10.1103/PhysRevD.91.112011;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Eksperimentel subatomar fysik;;;;;;;;;
Physical Review D (Particles, Fields, Gravitation and Cosmology);1550-7998;;10.1103/PhysRevD.92.092004;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Eksperimentel subatomar fysik;;;;;;;;;
Physical Review D (Particles, Fields, Gravitation and Cosmology);1550-7998;;10.1103/PhysRevD.91.052005;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Eksperimentel subatomar fysik;;;;;;;;;
Physical Review Letters;0031-9007;;10.1103/PhysRevLett.115.262001;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Eksperimentel subatomar fysik;;;;;;;;;
Physical Review Letters;0031-9007;;10.1103/PhysRevLett.115.031802;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Eksperimentel subatomar fysik;;;;;;;;;
Physical Review Letters;0031-9007;;10.1103/PhysRevLett.114.072302;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Eksperimentel subatomar fysik;;;;;;;;;
Physical Review Letters;0031-9007;;10.1103/PhysRevLett.115.091801;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Eksperimentel subatomar fysik;;;;;;;;;
Physical Review Letters;0031-9007;;10.1103/PhysRevLett.115.131801;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Eksperimentel subatomar fysik;;;;;;;;;
Physical Review Letters;0031-9007;;10.1103/PhysRevLett.114.081802;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Eksperimentel subatomar fysik;;;;;;;;;
Physical Review Letters;0031-9007;;10.1103/PhysRevLett.114.121801;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Eksperimentel subatomar fysik;;;;;;;;;
Physical Review Letters;0031-9007;;10.1103/PhysRevLett.114.221802;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Eksperimentel subatomar fysik;;;;;;;;;
Physical Review Letters;0031-9007;;10.1103/PhysRevLett.114.161801;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Eksperimentel subatomar fysik;;;;;;;;;
Physical Review Letters;0031-9007;;10.1103/PhysRevLett.114.231801;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Eksperimentel subatomar fysik;;;;;;;;;
Physics Letters. Section B: Nuclear, Elementary Particle and High-Energy Physics;0370-2693;;10.1016/j.physletb.2015.07.023;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Eksperimentel subatomar fysik;;;;;;;;;
Physics Letters. Section B: Nuclear, Elementary Particle and High-Energy Physics;0370-2693;;10.1016/j.physletb.2015.10.040;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Eksperimentel subatomar fysik;;;;;;;;;
Physics Letters. Section B: Nuclear, Elementary Particle and High-Energy Physics;0370-2693;;10.1016/j.physletb.2015.07.054;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Eksperimentel subatomar fysik;;;;;;;;;
Physics Letters. Section B: Nuclear, Elementary Particle and High-Energy Physics;0370-2693;;10.1016/j.physletb.2015.09.051;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Eksperimentel subatomar fysik;;;;;;;;;
Physics Letters. Section B: Nuclear, Elementary Particle and High-Energy Physics;0370-2693;;10.1016/j.physletb.2015.05.033;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Eksperimentel subatomar fysik;;;;;;;;;
Physics Letters. Section B: Nuclear, Elementary Particle and High-Energy Physics;0370-2693;;10.1016/j.physletb.2015.07.069;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Eksperimentel subatomar fysik;;;;;;;;;
Physics Letters. Section B: Nuclear, Elementary Particle and High-Energy Physics;0370-2693;;10.1016/j.physletb.2015.04.039;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Eksperimentel subatomar fysik;;;;;;;;;
Physics Letters. Section B: Nuclear, Elementary Particle and High-Energy Physics;0370-2693;;10.1016/j.physletb.2015.10.009;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Eksperimentel subatomar fysik;;;;;;;;;
Physics Letters. Section B: Nuclear, Elementary Particle and High-Energy Physics;0370-2693;;10.1016/j.physletb.2015.10.059;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Eksperimentel subatomar fysik;;;;;;;;;
Physics Letters. Section B: Nuclear, Elementary Particle and High-Energy Physics;0370-2693;;10.1016/j.physletb.2015.09.050;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Eksperimentel subatomar fysik;;;;;;;;;
Physics Letters. Section B: Nuclear, Elementary Particle and High-Energy Physics;0370-2693;;10.1016/j.physletb.2014.11.028;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Eksperimentel subatomar fysik;;;;;;;;;
Physics Letters. Section B: Nuclear, Elementary Particle and High-Energy Physics;0370-2693;;10.1016/j.physletb.2014.11.041;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Eksperimentel subatomar fysik;;;;;;;;;
Physics Letters. Section B: Nuclear, Elementary Particle and High-Energy Physics;0370-2693;;10.1016/j.physletb.2014.11.049;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Eksperimentel subatomar fysik;;;;;;;;;
Physics Letters. Section B: Nuclear, Elementary Particle and High-Energy Physics;0370-2693;;10.1016/j.physletb.2015.02.051;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Eksperimentel subatomar fysik;;;;;;;;;
Physics Letters. Section B: Nuclear, Elementary Particle and High-Energy Physics;0370-2693;;10.1016/j.physletb.2015.02.015;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Eksperimentel subatomar fysik;;;;;;;;;
Physics Letters. Section B: Nuclear, Elementary Particle and High-Energy Physics;0370-2693;;10.1016/j.physletb.2014.11.042;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Eksperimentel subatomar fysik;;;;;;;;;
Physics Letters. Section B: Nuclear, Elementary Particle and High-Energy Physics;0370-2693;;10.1016/j.physletb.2014.11.055;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Eksperimentel subatomar fysik;;;;;;;;;
Physics Letters. Section B: Nuclear, Elementary Particle and High-Energy Physics;0370-2693;;10.1016/j.physletb.2015.07.079;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Eksperimentel subatomar fysik;;;;;;;;;
International Journal of Quantum Chemistry;0020-7608;;10.1002/qua.24924;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;eScience;;;;;;;;;
A C S Nano;1936-0851;;10.1021/acsnano.5b01291;2015;;;;true;2008:BFI:-1, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;ACS;Faststoffysik;tomas.stankevic@nbi.dk;NBI;;;;;;;
Applied Physics Letters;0003-6951;;10.1063/1.4917027;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Faststoffysik;;;;;;;;;
Applied Physics Letters;0003-6951;;10.1063/1.4935553;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Faststoffysik;;;;;;;;;
Applied Physics Letters;0003-6951;;10.1063/1.4937442;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Faststoffysik;;;;;;;;;
Entropy;1099-4300;;10.3390/e17096304;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Faststoffysik;;;;;;;;;
Journal of High Energy Physics (Online);1029-8479;;10.1007/JHEP07(2015)151;2015;;;;;2008:BFI:1, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Faststoffysik;;;;;;;;;
Journal of Non-Equilibrium Thermodynamics;0340-0204;;10.1515/jnet-2015-0007;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Faststoffysik;;;;;;;;;
Nano Letters;1530-6984;;10.1021/acs.nanolett.5b00188;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Faststoffysik;;;;;;;;;
Nature Communications;2041-1723;;10.1038/ncomms12841;2016;;;;;2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:2;;Faststoffysik;;;;;;;;;
Nature Nanotechnology;1748-3387;;10.1038/nnano.2014.252;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Faststoffysik;;;;;;;;;
Nature Physics;1745-2473;;10.1038/NPHYS3461;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Faststoffysik;;;;;;;;;
New Journal of Physics;1367-2630;;10.1088/1367-2630/17/12/125014;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Faststoffysik;;;;;;;;;
Nuclear Instruments & Methods in Physics Research. Section A: Accelerators, Spectrometers, Detectors, and Associated Equipment;0168-9002;;10.1016/j.nima.2015.01.045;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Faststoffysik;;;;;;;;;
Physica E: Low-Dimensional Systems and Nanostructures;1386-9477;;10.1016/j.physe.2015.08.004;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Faststoffysik;;;;;;;;;
Physical Review Applied;2331-7019;;10.1103/PhysRevApplied.4.034001;2015;;;;;2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Faststoffysik;;;;;;;;;
Physical Review B (Condensed Matter and Materials Physics);1098-0121;;10.1103/PhysRevB.92.165428;2015;;;;;2008:BFI:1, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Faststoffysik;;;;;;;;;
Physical Review B (Condensed Matter and Materials Physics);1098-0121;;10.1103/PhysRevB.92.094403;2015;;;;;2008:BFI:1, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Faststoffysik;;;;;;;;;
Physical Review Letters;0031-9007;;10.1103/PhysRevLett.115.227003;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Faststoffysik;;;;;;;;;
Physical Review Letters;0031-9007;;10.1103/PhysRevLett.115.040402;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Faststoffysik;;;;;;;;;
Physical Review Letters;0031-9007;;10.1103/PhysRevLett.115.127001;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Faststoffysik;;;;;;;;;
Physical Review X;2160-33082012 ? …;;10.1103/PhysRevX.5.041050;2015;;;;;2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Faststoffysik;;;;;;;;;
Reviews of Modern Physics;0034-6861;;10.1103/RevModPhys.87.703;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Faststoffysik;;;;;;;;;
Scientific Reports;2045-23222011 ? …;;10.1038/srep12842;2015;;;;;2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Faststoffysik;;;;;;;;;
B M J;0959-8146;;10.1136/bmj.i4707;2016;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2, 2016:BFI:2;;Fedmeforskning;;;;;;;;;
B M J Open;2044-60552012 ? …;;10.1136/bmjopen-2014-005839;2015;;;;;2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Fedmeforskning;;;;;;;;;
B M J Open;2044-6055;;10.1136/bmjopen-2015-010673;2016;;;;;2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Fedmeforskning;;;;;;;;;
British Journal of Nutrition;0007-1145;;10.1017/S0007114515001786;2015;;;;;2008:BFI:2, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Fedmeforskning;;;;;;;;;
Frontiers in Psychology;1664-1078;;10.3389/fpsyg.2016.01136;2016;;;;;2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Fedmeforskning;;;;;;;;;
Genes & Nutrition;1555-8932;;10.1007/s12263-015-0506-y;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Fedmeforskning;;;;;;;;;
Journal of Nutritional Science;;;10.1017/jns.2016.38;2016;;;;;2016:BFI:1;;Fedmeforskning;;;;;;;;;
Journal of Nutritional Science;;;10.1017/jns.2016.13;2016;;;;;2016:BFI:1;;Fedmeforskning;;;;;;;;;
Nutrition;0899-9007;;10.1016/j.nut.2014.06.011;2015;;;;;2008:BFI:2, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Fedmeforskning;;;;;;;;;
Nutrition Journal;1475-2891;;10.1186/s12937-015-0104-2;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Fedmeforskning;;;;;;;;;
Nutrition and Diabetes;2044-40522012 ? …;;10.1038/nutd.2015.9;2015;;;;;2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Fedmeforskning;;;;;;;;;
P L o S One;1932-6203;;10.1371/journal.pone.0133362;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Fedmeforskning;;;;;;;;;
P L o S One;1932-6203;;10.1371/journal.pone.0150495;2016;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Fedmeforskning;;;;;;;;;
Physiological Reports;2051-817X;;10.14814/phy2.12980;2016;;;;;2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Fedmeforskning;;;;;;;;;
Ecology and Evolution;2045-7758;;10.1002/ece3.2075;2016;;;;;2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Forskning og Innovation;;;;;;;;;
Annals of Botany;0305-7364;;10.1093/aob/mcv123;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Freshwater Biology;;;;;;;;;
Ecology and Evolution;2045-77582012 ? …;;10.1002/ece3.1439;2015;;;;;2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Freshwater Biology;;;;;;;;;
Freshwater Biology;0046-5070;;10.1111/fwb.12570;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Freshwater Biology;;;;;;;;;
Nature Communications;2041-1723;;10.1038/ncomms12025;2016;;;;;2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:2;;Freshwater Biology;;;;;;;;;
P L o S One;1932-6203;;10.1371/journal.pone.0136793;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Freshwater Biology;;;;;;;;;
P L o S One;1932-6203;;10.1371/journal.pone.0152466;2016;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Freshwater Biology;;;;;;;;;
B M C Molecular Biology;1471-2199;;10.1186/s12867-015-0030-z;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Functional genomics;;;;;;;;;
BMC Microbiology;1471-2180;;10.1186/s12866-016-0646-2;2016;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Functional genomics;;;;;;;;;
Cell Reports;2211-1247;;10.1016/j.celrep.2015.07.056;2015;;;;;2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Functional genomics;;;;;;;;;
Cell Reports;;;10.1016/j.celrep.2016.04.008;2016;;;;;2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2, 2016:BFI:2;;Functional genomics;;;;;;;;;
Current Biology;0960-9822;;10.1016/j.cub.2015.04.031;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Functional genomics;;;;;;;;;
Frontiers in Microbiology;1664-302X2012 ? …;;10.3389/fmicb.2015.00586;2015;;;;;2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Functional genomics;;;;;;;;;
Frontiers in Microbiology;1664-302X2012 ? …;;10.3389/fmicb.2015.01011;2015;;;;;2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Functional genomics;;;;;;;;;
Frontiers in Microbiology;1664-302X;;10.3389/fmicb.2016.01779;2016;;;;;2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Functional genomics;;;;;;;;;
Gene;0378-1119;;10.1016/j.gene.2015.03.044;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Functional genomics;;;;;;;;;
Journal of Molecular Biology;0022-2836;;10.1016/j.jmb.2015.03.013;2015;;;;;2008:BFI:2, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Functional genomics;;;;;;;;;
Journal of Virology;0022-538X;;10.1128/JVI.00363-15;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Functional genomics;;;;;;;;;
